Datum;Ts_in;m_s;Ts_out;I_dir;I_diff;I_glob;T_amb;rho
29.04. 17:30:00;18;0;18;334;193;358;15.2;36.9
29.04. 17:45:00;18;0;18;334;193;358;15.2;36.9
29.04. 18:00:00;18;0;18;306;123;225;14.1;37.8
29.04. 18:15:00;18;0;18;306;123;224;14.1;37.8
29.04. 18:30:00;18;0;18;306;123;224;14.1;37.8
29.04. 18:45:00;18;0;18;306;123;224;14.1;37.8
29.04. 19:00:00;18;0;18;199;59.4;89.8;12.7;42.7
29.04. 19:15:00;18;0;18;199;59;89;12.7;42.7
29.04. 19:30:00;18;0;18;199;59;89;12.7;42.7
29.04. 19:45:00;18;0;18;199;59;89;12.7;42.7
29.04. 20:00:00;18;0;18;0;2.3;2.5;11.3;49.7
29.04. 20:15:00;18;0;18;0;2;2;11.3;49.7
29.04. 20:30:00;18;0;18;0;2;2;11.3;49.7
29.04. 20:45:00;18;0;18;0;2;2;11.3;49.7
29.04. 21:00:00;18;0;18;0;0.01;0.01;10.6;56
29.04. 21:15:00;18;0;18;0;0;0;10.6;56
29.04. 21:30:00;18;0;18;0;0;0;10.6;56
29.04. 21:45:00;18;0;18;0;0;0;10.6;56
29.04. 22:00:00;18;0;18;0;0;0;9.9;56.4
29.04. 22:15:00;18;0;18;0;0;0;9.9;56.4
29.04. 22:30:00;18;0;18;0;0;0;9.9;56.4
29.04. 22:45:00;18;0;18;0;0;0;9.9;56.4
29.04. 23:00:00;18;0;18;0;0;0;9.2;56.7
29.04. 23:15:00;18;0;18;0;0;0;9.2;56.7
29.04. 23:30:00;18;0;18;0;0;0;9.2;56.7
29.04. 23:45:00;18;0;18;0;0;0;9.2;56.7
30.04. 00:00:00;18;0;18;0;0;0;8.5;59.7
30.04. 00:15:00;18;0;18;0;0;0;8.5;59.7
30.04. 00:30:00;18;0;18;0;0;0;8.5;59.7
30.04. 00:45:00;18;0;18;0;0;0;8.5;59.7
30.04. 01:00:00;18;0;18;0;0;0;8.4;56.7
30.04. 01:15:00;18;0;18;0;0;0;8.4;56.6
30.04. 01:30:00;18;0;18;0;0;0;8.4;56.6
30.04. 01:45:00;18;0;18;0;0;0;8.4;56.6
30.04. 02:00:00;18;0;18;0;0;0;8.3;57.7
30.04. 02:15:00;18;0;18;0;0;0;8.3;57.7
30.04. 02:30:00;18;0;18;0;0;0;8.3;57.7
30.04. 02:45:00;18;0;18;0;0;0;8.3;57.7
30.04. 03:00:00;18;0;18;0;0;0;8.2;56.7
30.04. 03:15:00;18;0;18;0;0;0;8.2;56.7
30.04. 03:30:00;18;0;18;0;0;0;8.2;56.7
30.04. 03:45:00;18;0;18;0;0;0;8.2;56.7
30.04. 04:00:00;18;0;18;0;0;0;8.2;58.2
30.04. 04:15:00;18;0;18;0;0;0;8.2;58.2
30.04. 04:30:00;18;0;18;0;0;0;8.2;58.2
30.04. 04:45:00;18;0;18;0;0;0;8.2;58.2
30.04. 05:00:00;18;0;18;0;0;0;8.1;56.3
30.04. 05:15:00;18;0;18;0;0;0;8.1;56.3
30.04. 05:30:00;18;0;18;0;0;0;8.1;56.3
30.04. 05:45:00;18;0;18;0;0;0;8.1;56.3
30.04. 06:00:00;18;0;18;0;2;2;8.2;60
30.04. 06:15:00;18;0;18;0;2;2;8.2;60
30.04. 06:30:00;18;0;18;0;2;2;8.2;60
30.04. 06:45:00;18;0;18;0;2;2;8.2;60
30.04. 07:00:00;18;0;18;0;22.9;22.9;8.5;63.6
30.04. 07:15:00;18;0;18;0;23;23;8.5;63.6
30.04. 07:30:00;18;0;18;0;23;23;8.5;63.6
30.04. 07:45:00;18;0;18;0;23;23;8.5;63.6
30.04. 08:00:00;18;0;18;0;68.7;68.7;9.1;61.9
30.04. 08:15:00;18;0;18;0;69;69;9.1;61.9
30.04. 08:30:00;18;0;18;0;69;69;9.1;61.9
30.04. 08:45:00;18;0;18;0;69;69;9.1;61.9
30.04. 09:00:00;18;0;18;0;157;157;10.1;55.7
30.04. 09:15:00;18;0;18;0;157;157;10.1;55.7
30.04. 09:30:00;18;0;18;0;157;157;10.1;55.7
30.04. 09:45:00;18;0;18;0;157;157;10.1;55.7
30.04. 10:00:00;18;0;18;1.5;195;196;10.9;67.6
30.04. 10:15:00;18;0;18;1.5;195;196;10.9;67.7
30.04. 10:30:00;18;0;18;1.5;195;196;10.9;67.7
30.04. 10:45:00;18;0;18;1.5;195;196;10.9;67.7
30.04. 11:00:00;18;0;18;27.4;334;355;12.2;78.7
30.04. 11:15:00;18;0;18;27.4;335;356;12.2;78.8
30.04. 11:30:00;18;0;18;27.4;335;356;12.2;78.8
30.04. 11:45:00;18;0;18;27.4;335;356;12.2;78.8
30.04. 12:00:00;18;0;18;35.1;362;391;13.5;58.4
30.04. 12:15:00;18;0;18;35.1;362;391;13.5;58.3
30.04. 12:30:00;18;0;18;35.1;362;391;13.5;58.3
30.04. 12:45:00;18;0;18;35.1;362;391;13.5;58.3
30.04. 13:00:00;18;0;18;34.3;369;398;14.4;70
30.04. 13:15:00;18;0;18;34.3;369;398;14.4;70.1
30.04. 13:30:00;18;0;18;34.3;369;398;14.4;70.1
30.04. 13:45:00;18;0;18;34.3;369;398;14.4;70.1
30.04. 14:00:00;18;0;18;20.8;337;354;15;53.8
30.04. 14:15:00;18;0;18;20.8;337;354;15;53.7
30.04. 14:30:00;18;0;18;20.8;337;354;15;53.7
30.04. 14:45:00;18;0;18;20.8;337;354;15;53.7
30.04. 15:00:00;18;0;18;28.1;329;350;15;67.8
30.04. 15:15:00;18;0;18;28.1;329;350;15;67.9
30.04. 15:30:00;18;0;18;28.1;329;350;15;67.9
30.04. 15:45:00;18;0;18;28.1;329;350;15;67.9
30.04. 16:00:00;18;0;18;81.5;289;341;15.7;51.7
30.04. 16:15:00;18;0;18;81.5;289;341;15.7;51.6
30.04. 16:30:00;18;0;18;81.5;289;341;15.7;51.6
30.04. 16:45:00;18;0;18;81.5;289;341;15.7;51.6
30.04. 17:00:00;18;0;18;149;227;301;15.9;48.2
30.04. 17:15:00;18;0;18;149;227;301;15.9;48.2
30.04. 17:30:00;18;0;18;149;227;301;15.9;48.2
30.04. 17:45:00;18;0;18;149;227;301;15.9;48.2
30.04. 18:00:00;18;0;18;240;139;219;15.7;46.9
30.04. 18:15:00;18;0;18;240;139;219;15.7;46.9
30.04. 18:30:00;18;0;18;240;139;219;15.7;46.9
30.04. 18:45:00;18;0;18;240;139;219;15.7;46.9
30.04. 19:00:00;18;0;18;375;71.4;130;15.3;47.5
30.04. 19:15:00;18;0;18;375;71;129;15.3;47.5
30.04. 19:30:00;18;0;18;375;71;129;15.3;47.5
30.04. 19:45:00;18;0;18;375;71;129;15.3;47.5
30.04. 20:00:00;18;0;18;0;6.4;6.7;14.4;53.4
30.04. 20:15:00;18;0;18;0;6;6;14.4;53.4
30.04. 20:30:00;18;0;18;0;6;6;14.4;53.4
30.04. 20:45:00;18;0;18;0;6;6;14.4;53.4
30.04. 21:00:00;18;0;18;0;0.03;0.03;14.1;61.6
30.04. 21:15:00;18;0;18;0;0;0;14.1;61.6
30.04. 21:30:00;18;0;18;0;0;0;14.1;61.6
30.04. 21:45:00;18;0;18;0;0;0;14.1;61.6
30.04. 22:00:00;18;0;18;0;0;0;13.9;66.6
30.04. 22:15:00;18;0;18;0;0;0;13.9;66.6
30.04. 22:30:00;18;0;18;0;0;0;13.9;66.6
30.04. 22:45:00;18;0;18;0;0;0;13.9;66.6
30.04. 23:00:00;18;0;18;0;0;0;13.6;73.4
30.04. 23:15:00;18;0;18;0;0;0;13.6;73.4
30.04. 23:30:00;18;0;18;0;0;0;13.6;73.4
30.04. 23:45:00;18;0;18;0;0;0;13.6;73.4
01.05. 00:00:00;18;0;18;0;0;0;13.3;76.9
01.05. 00:15:00;18;0;18;0;0;0;13.3;76.9
01.05. 00:30:00;18;0;18;0;0;0;13.3;76.9
01.05. 00:45:00;18;0;18;0;0;0;13.3;76.9
01.05. 01:00:00;18;0;18;0;0;0;13.1;66
01.05. 01:15:00;18;0;18;0;0;0;13.1;65.8
01.05. 01:30:00;18;0;18;0;0;0;13.1;65.8
01.05. 01:45:00;18;0;18;0;0;0;13.1;65.8
01.05. 02:00:00;18;0;18;0;0;0;13;73.7
01.05. 02:15:00;18;0;18;0;0;0;13;73.8
01.05. 02:30:00;18;0;18;0;0;0;13;73.8
01.05. 02:45:00;18;0;18;0;0;0;13;73.8
01.05. 03:00:00;18;0;18;0;0;0;12.9;72.5
01.05. 03:15:00;18;0;18;0;0;0;12.9;72.5
01.05. 03:30:00;18;0;18;0;0;0;12.9;72.5
01.05. 03:45:00;18;0;18;0;0;0;12.9;72.5
01.05. 04:00:00;18;0;18;0;0;0;12.8;74
01.05. 04:15:00;18;0;18;0;0;0;12.8;74
01.05. 04:30:00;18;0;18;0;0;0;12.8;74
01.05. 04:45:00;18;0;18;0;0;0;12.8;74
01.05. 05:00:00;18;0;18;0;0;0;12.8;87.8
01.05. 05:15:00;18;0;18;0;0;0;12.8;87.9
01.05. 05:30:00;18;0;18;0;0;0;12.8;87.9
01.05. 05:45:00;18;0;18;0;0;0;12.8;87.9
01.05. 06:00:00;18;0;18;0;9.9;9.9;13;90
01.05. 06:15:00;18;0;18;0;10;10;13;90
01.05. 06:30:00;18;0;18;0;10;10;13;90
01.05. 06:45:00;18;0;18;0;10;10;13;90
01.05. 07:00:00;18;0;18;0;68.7;68.7;13.7;88.5
01.05. 07:15:00;18;0;18;0;69;69;13.7;88.5
01.05. 07:30:00;18;0;18;0;69;69;13.7;88.5
01.05. 07:45:00;18;0;18;0;69;69;13.7;88.5
01.05. 08:00:00;18;0;18;383;139;281;15.6;81.8
01.05. 08:15:00;18;0;18;383;139;282;15.6;81.8
01.05. 08:30:00;18;0;18;383;139;282;15.6;81.8
01.05. 08:45:00;18;0;18;383;139;282;15.6;81.8
01.05. 09:00:00;18;0;18;186;246;346;16.9;72.6
01.05. 09:15:00;18;0;18;186;247;346;16.9;72.5
01.05. 09:30:00;18;0;18;186;247;346;16.9;72.5
01.05. 09:45:00;18;0;18;186;247;346;16.9;72.5
01.05. 10:00:00;18;0;18;300;297;496;18.3;68.8
01.05. 10:15:00;18;0;18;300;297;497;18.3;68.8
01.05. 10:30:00;18;0;18;300;297;497;18.3;68.8
01.05. 10:45:00;18;0;18;300;297;497;18.3;68.8
01.05. 11:00:00;18;0;18;84.6;346;411;18.9;79.9
01.05. 11:15:00;18;0;18;84.6;346;411;18.9;80
01.05. 11:30:00;18;0;18;84.6;346;411;18.9;80
01.05. 11:45:00;18;0;18;84.6;346;411;18.9;80
01.05. 12:00:00;18;0;18;254;370;580;20;62.9
01.05. 12:15:00;18;0;18;254;370;581;20;62.8
01.05. 12:30:00;18;0;18;254;370;581;20;62.8
01.05. 12:45:00;18;0;18;254;370;581;20;62.8
01.05. 13:00:00;18;0;18;9.4;222;231;19.4;80.3
01.05. 13:15:00;18;0;18;9.4;221;229;19.4;80.4
01.05. 13:30:00;18;0;18;9.4;221;229;19.4;80.4
01.05. 13:45:00;18;0;18;9.4;221;229;19.4;80.4
01.05. 14:00:00;18;0;18;260;299;510;20.3;61.9
01.05. 14:15:00;18;0;18;260;299;512;20.3;61.8
01.05. 14:30:00;18;0;18;260;299;512;20.3;61.8
01.05. 14:45:00;18;0;18;260;299;512;20.3;61.8
01.05. 15:00:00;18;0;18;0;101;102;19.3;79.9
01.05. 15:15:00;18;0;18;0;100;100;19.3;80
01.05. 15:30:00;18;0;18;0;100;100;19.3;80
01.05. 15:45:00;18;0;18;0;100;100;19.3;80
01.05. 16:00:00;18;0;18;0;112;112;18.7;66.6
01.05. 16:15:00;18;0;18;0;112;112;18.7;66.5
01.05. 16:30:00;18;0;18;0;112;112;18.7;66.5
01.05. 16:45:00;18;0;18;0;112;112;18.7;66.5
01.05. 17:00:00;18;0;18;4;165;167;18.4;64.8
01.05. 17:15:00;18;0;18;4;165;167;18.4;64.8
01.05. 17:30:00;18;0;18;4;165;167;18.4;64.8
01.05. 17:45:00;18;0;18;4;165;167;18.4;64.8
01.05. 18:00:00;18;0;18;0;104;104;17.8;62.7
01.05. 18:15:00;18;0;18;0;104;104;17.8;62.7
01.05. 18:30:00;18;0;18;0;104;104;17.8;62.7
01.05. 18:45:00;18;0;18;0;104;104;17.8;62.7
01.05. 19:00:00;18;0;18;139;62.2;84.1;17.3;60.7
01.05. 19:15:00;18;0;18;139;62;84;17.3;60.7
01.05. 19:30:00;18;0;18;139;62;84;17.3;60.7
01.05. 19:45:00;18;0;18;139;62;84;17.3;60.7
01.05. 20:00:00;18;0;18;0;4.3;4.4;16.7;66
01.05. 20:15:00;18;0;18;0;4;4;16.7;66
01.05. 20:30:00;18;0;18;0;4;4;16.7;66
01.05. 20:45:00;18;0;18;0;4;4;16.7;66
01.05. 21:00:00;18;0;18;0;0.02;0.02;16.4;68.6
01.05. 21:15:00;18;0;18;0;0;0;16.4;68.6
01.05. 21:30:00;18;0;18;0;0;0;16.4;68.6
01.05. 21:45:00;18;0;18;0;0;0;16.4;68.6
01.05. 22:00:00;18;0;18;0;0;0;16.1;67.1
01.05. 22:15:00;18;0;18;0;0;0;16.1;67.1
01.05. 22:30:00;18;0;18;0;0;0;16.1;67.1
01.05. 22:45:00;18;0;18;0;0;0;16.1;67.1
01.05. 23:00:00;18;0;18;0;0;0;15.8;68.5
01.05. 23:15:00;18;0;18;0;0;0;15.8;68.5
01.05. 23:30:00;18;0;18;0;0;0;15.8;68.5
01.05. 23:45:00;18;0;18;0;0;0;15.8;68.5
02.05. 00:00:00;18;0;18;0;0;0;15.5;71.9
02.05. 00:15:00;18;0;18;0;0;0;15.5;71.9
02.05. 00:30:00;18;0;18;0;0;0;15.5;71.9
02.05. 00:45:00;18;0;18;0;0;0;15.5;71.9
02.05. 01:00:00;18;0;18;0;0;0;15.2;75.7
02.05. 01:15:00;18;0;18;0;0;0;15.2;75.8
02.05. 01:30:00;18;0;18;0;0;0;15.2;75.8
02.05. 01:45:00;18;0;18;0;0;0;15.2;75.8
02.05. 02:00:00;18;0;18;0;0;0;14.8;78.1
02.05. 02:15:00;18;0;18;0;0;0;14.8;78.1
02.05. 02:30:00;18;0;18;0;0;0;14.8;78.1
02.05. 02:45:00;18;0;18;0;0;0;14.8;78.1
02.05. 03:00:00;18;0;18;0;0;0;14.6;81.7
02.05. 03:15:00;18;0;18;0;0;0;14.6;81.8
02.05. 03:30:00;18;0;18;0;0;0;14.6;81.8
02.05. 03:45:00;18;0;18;0;0;0;14.6;81.8
02.05. 04:00:00;18;0;18;0;0;0;14.4;81.7
02.05. 04:15:00;18;0;18;0;0;0;14.4;81.7
02.05. 04:30:00;18;0;18;0;0;0;14.4;81.7
02.05. 04:45:00;18;0;18;0;0;0;14.4;81.7
02.05. 05:00:00;18;0;18;0;0;0;14.3;86.5
02.05. 05:15:00;18;0;18;0;0;0;14.3;86.5
02.05. 05:30:00;18;0;18;0;0;0;14.3;86.5
02.05. 05:45:00;18;0;18;0;0;0;14.3;86.5
02.05. 06:00:00;18;0;18;0;6;6;14.4;86.4
02.05. 06:15:00;18;0;18;0;6;6;14.4;86.4
02.05. 06:30:00;18;0;18;0;6;6;14.4;86.4
02.05. 06:45:00;18;0;18;0;6;6;14.4;86.4
02.05. 07:00:00;18;0;18;29.6;79.6;85.6;15.4;79.8
02.05. 07:15:00;18;0;18;29.6;80;86;15.4;79.8
02.05. 07:30:00;18;0;18;29.6;80;86;15.4;79.8
02.05. 07:45:00;18;0;18;29.6;80;86;15.4;79.8
02.05. 08:00:00;18;0;18;39.7;159;174;16.5;73.7
02.05. 08:15:00;18;0;18;39.7;159;174;16.5;73.7
02.05. 08:30:00;18;0;18;39.7;159;174;16.5;73.7
02.05. 08:45:00;18;0;18;39.7;159;174;16.5;73.7
02.05. 09:00:00;18;0;18;35.4;236;255;17.6;67.7
02.05. 09:15:00;18;0;18;35.4;236;255;17.6;67.7
02.05. 09:30:00;18;0;18;35.4;236;255;17.6;67.7
02.05. 09:45:00;18;0;18;35.4;236;255;17.6;67.7
02.05. 10:00:00;18;0;18;34.3;296;319;18.5;57.9
02.05. 10:15:00;18;0;18;34.3;296;319;18.5;57.8
02.05. 10:30:00;18;0;18;34.3;296;319;18.5;57.8
02.05. 10:45:00;18;0;18;34.3;296;319;18.5;57.8
02.05. 11:00:00;18;0;18;40.2;340;371;19.4;57.2
02.05. 11:15:00;18;0;18;40.2;340;371;19.4;57.2
02.05. 11:30:00;18;0;18;40.2;340;371;19.4;57.2
02.05. 11:45:00;18;0;18;40.2;340;371;19.4;57.2
02.05. 12:00:00;18;0;18;40.8;375;409;20.1;52.5
02.05. 12:15:00;18;0;18;40.8;375;409;20.1;52.5
02.05. 12:30:00;18;0;18;40.8;375;409;20.1;52.5
02.05. 12:45:00;18;0;18;40.8;375;409;20.1;52.5
02.05. 13:00:00;18;0;18;37.6;378;410;20.7;52.1
02.05. 13:15:00;18;0;18;37.6;378;410;20.7;52.1
02.05. 13:30:00;18;0;18;37.6;378;410;20.7;52.1
02.05. 13:45:00;18;0;18;37.6;378;410;20.7;52.1
02.05. 14:00:00;18;0;18;41.3;372;406;21.1;49
02.05. 14:15:00;18;0;18;41.3;372;406;21.1;49
02.05. 14:30:00;18;0;18;41.3;372;406;21.1;49
02.05. 14:45:00;18;0;18;41.3;372;406;21.1;49
02.05. 15:00:00;18;0;18;26.6;331;351;21;61.9
02.05. 15:15:00;18;0;18;26.6;331;351;21;62
02.05. 15:30:00;18;0;18;26.6;331;351;21;62
02.05. 15:45:00;18;0;18;26.6;331;351;21;62
02.05. 16:00:00;18;0;18;38.8;296;321;21.3;51.5
02.05. 16:15:00;18;0;18;38.8;296;321;21.3;51.4
02.05. 16:30:00;18;0;18;38.8;296;321;21.3;51.4
02.05. 16:45:00;18;0;18;38.8;296;321;21.3;51.4
02.05. 17:00:00;18;0;18;51.7;225;251;21.2;50.6
02.05. 17:15:00;18;0;18;51.7;225;251;21.2;50.6
02.05. 17:30:00;18;0;18;51.7;225;251;21.2;50.6
02.05. 17:45:00;18;0;18;51.7;225;251;21.2;50.6
02.05. 18:00:00;18;0;18;20.6;137;145;20.6;65.4
02.05. 18:15:00;18;0;18;20.6;137;144;20.6;65.5
02.05. 18:30:00;18;0;18;20.6;137;144;20.6;65.5
02.05. 18:45:00;18;0;18;20.6;137;144;20.6;65.5
02.05. 19:00:00;18;0;18;0;52.5;52.5;19.9;54.9
02.05. 19:15:00;18;0;18;0;52;52;19.9;54.8
02.05. 19:30:00;18;0;18;0;52;52;19.9;54.8
02.05. 19:45:00;18;0;18;0;52;52;19.9;54.8
02.05. 20:00:00;18;0;18;0;1.3;1.3;19.2;59.1
02.05. 20:15:00;18;0;18;0;1;1;19.2;59.1
02.05. 20:30:00;18;0;18;0;1;1;19.2;59.1
02.05. 20:45:00;18;0;18;0;1;1;19.2;59.1
02.05. 21:00:00;18;0;18;0;0.01;0.01;18.3;66.5
02.05. 21:15:00;18;0;18;0;0;0;18.3;66.5
02.05. 21:30:00;18;0;18;0;0;0;18.3;66.5
02.05. 21:45:00;18;0;18;0;0;0;18.3;66.5
02.05. 22:00:00;18;0;18;0;0;0;17.5;68.8
02.05. 22:15:00;18;0;18;0;0;0;17.5;68.8
02.05. 22:30:00;18;0;18;0;0;0;17.5;68.8
02.05. 22:45:00;18;0;18;0;0;0;17.5;68.8
02.05. 23:00:00;18;0;18;0;0;0;16.7;72.2
02.05. 23:15:00;18;0;18;0;0;0;16.7;72.2
02.05. 23:30:00;18;0;18;0;0;0;16.7;72.2
02.05. 23:45:00;18;0;18;0;0;0;16.7;72.2
03.05. 00:00:00;18;0;18;0;0;0;15.9;75.4
03.05. 00:15:00;18;0;18;0;0;0;15.9;75.4
03.05. 00:30:00;18;0;18;0;0;0;15.9;75.4
03.05. 00:45:00;18;0;18;0;0;0;15.9;75.4
03.05. 01:00:00;18;0;18;0;0;0;15.3;79.3
03.05. 01:15:00;18;0;18;0;0;0;15.3;79.4
03.05. 01:30:00;18;0;18;0;0;0;15.3;79.4
03.05. 01:45:00;18;0;18;0;0;0;15.3;79.4
03.05. 02:00:00;18;0;18;0;0;0;14.7;79.8
03.05. 02:15:00;18;0;18;0;0;0;14.7;79.8
03.05. 02:30:00;18;0;18;0;0;0;14.7;79.8
03.05. 02:45:00;18;0;18;0;0;0;14.7;79.8
03.05. 03:00:00;18;0;18;0;0;0;14.4;76.2
03.05. 03:15:00;18;0;18;0;0;0;14.4;76.1
03.05. 03:30:00;18;0;18;0;0;0;14.4;76.1
03.05. 03:45:00;18;0;18;0;0;0;14.4;76.1
03.05. 04:00:00;18;0;18;0;0;0;14.1;78.5
03.05. 04:15:00;18;0;18;0;0;0;14.1;78.5
03.05. 04:30:00;18;0;18;0;0;0;14.1;78.5
03.05. 04:45:00;18;0;18;0;0;0;14.1;78.5
03.05. 05:00:00;18;0;18;0;0;0;14;75.9
03.05. 05:15:00;18;0;18;0;0;0;14;75.9
03.05. 05:30:00;18;0;18;0;0;0;14;75.9
03.05. 05:45:00;18;0;18;0;0;0;14;75.9
03.05. 06:00:00;18;0;18;0;13.9;13.9;14.2;75.5
03.05. 06:15:00;18;0;18;0;14;14;14.2;75.5
03.05. 06:30:00;18;0;18;0;14;14;14.2;75.5
03.05. 06:45:00;18;0;18;0;14;14;14.2;75.5
03.05. 07:00:00;18;0;18;710;49.8;196;15.8;68.5
03.05. 07:15:00;18;0;18;710;50;197;15.8;68.5
03.05. 07:30:00;18;0;18;710;50;197;15.8;68.5
03.05. 07:45:00;18;0;18;710;50;197;15.8;68.5
03.05. 08:00:00;18;0;18;860;77.8;405;17.4;60.9
03.05. 08:15:00;18;0;18;860;78;406;17.4;60.9
03.05. 08:30:00;18;0;18;860;78;406;17.4;60.9
03.05. 08:45:00;18;0;18;860;78;406;17.4;60.9
03.05. 09:00:00;18;0;18;945;93.9;603;19.1;55.2
03.05. 09:15:00;18;0;18;945;94;604;19.1;55.2
03.05. 09:30:00;18;0;18;945;94;604;19.1;55.2
03.05. 09:45:00;18;0;18;945;94;604;19.1;55.2
03.05. 10:00:00;18;0;18;979;135;794;20.7;45.2
03.05. 10:15:00;18;0;18;979;135;795;20.7;45.1
03.05. 10:30:00;18;0;18;979;135;795;20.7;45.1
03.05. 10:45:00;18;0;18;979;135;795;20.7;45.1
03.05. 11:00:00;18;0;18;843;278;931;22.2;41.4
03.05. 11:15:00;18;0;18;843;279;932;22.2;41.4
03.05. 11:30:00;18;0;18;843;279;932;22.2;41.4
03.05. 11:45:00;18;0;18;843;279;932;22.2;41.4
03.05. 12:00:00;18;0;18;346;381;672;22.7;41.9
03.05. 12:15:00;18;0;18;346;382;671;22.7;41.9
03.05. 12:30:00;18;0;18;346;382;671;22.7;41.9
03.05. 12:45:00;18;0;18;346;382;671;22.7;41.9
03.05. 13:00:00;18;0;18;38.7;327;362;22.2;45.5
03.05. 13:15:00;18;0;18;38.7;327;360;22.2;45.5
03.05. 13:30:00;18;0;18;38.7;327;360;22.2;45.5
03.05. 13:45:00;18;0;18;38.7;327;360;22.2;45.5
03.05. 14:00:00;18;0;18;0;90.3;90.5;20.9;49.2
03.05. 14:15:00;18;0;18;0;89;89;20.9;49.2
03.05. 14:30:00;18;0;18;0;89;89;20.9;49.2
03.05. 14:45:00;18;0;18;0;89;89;20.9;49.2
03.05. 15:00:00;18;0;18;0;69.1;69.1;19.9;52.9
03.05. 15:15:00;18;0;18;0;69;69;19.9;52.9
03.05. 15:30:00;18;0;18;0;69;69;19.9;52.9
03.05. 15:45:00;18;0;18;0;69;69;19.9;52.9
03.05. 16:00:00;18;0;18;0;58.1;58.1;18.9;69.8
03.05. 16:15:00;18;0;18;0;58;58;18.9;69.9
03.05. 16:30:00;18;0;18;0;58;58;18.9;69.9
03.05. 16:45:00;18;0;18;0;58;58;18.9;69.9
03.05. 17:00:00;18;0;18;0;44.1;44.1;18.3;60.3
03.05. 17:15:00;18;0;18;0;44;44;18.3;60.2
03.05. 17:30:00;18;0;18;0;44;44;18.3;60.2
03.05. 17:45:00;18;0;18;0;44;44;18.3;60.2
03.05. 18:00:00;18;0;18;0;28.1;28.1;17.6;60.4
03.05. 18:15:00;18;0;18;0;28;28;17.6;60.4
03.05. 18:30:00;18;0;18;0;28;28;17.6;60.4
03.05. 18:45:00;18;0;18;0;28;28;17.6;60.4
03.05. 19:00:00;18;0;18;0;12.1;12.1;17;61.3
03.05. 19:15:00;18;0;18;0;12;12;17;61.3
03.05. 19:30:00;18;0;18;0;12;12;17;61.3
03.05. 19:45:00;18;0;18;0;12;12;17;61.3
03.05. 20:00:00;18;0;18;0;2.1;2.1;16.5;61.1
03.05. 20:15:00;18;0;18;0;2;2;16.5;61.1
03.05. 20:30:00;18;0;18;0;2;2;16.5;61.1
03.05. 20:45:00;18;0;18;0;2;2;16.5;61.1
03.05. 21:00:00;18;0;18;0;0.01;0.01;16.4;67.3
03.05. 21:15:00;18;0;18;0;0;0;16.4;67.3
03.05. 21:30:00;18;0;18;0;0;0;16.4;67.3
03.05. 21:45:00;18;0;18;0;0;0;16.4;67.3
03.05. 22:00:00;18;0;18;0;0;0;16.3;67.8
03.05. 22:15:00;18;0;18;0;0;0;16.3;67.8
03.05. 22:30:00;18;0;18;0;0;0;16.3;67.8
03.05. 22:45:00;18;0;18;0;0;0;16.3;67.8
03.05. 23:00:00;18;0;18;0;0;0;16.2;69.2
03.05. 23:15:00;18;0;18;0;0;0;16.2;69.2
03.05. 23:30:00;18;0;18;0;0;0;16.2;69.2
03.05. 23:45:00;18;0;18;0;0;0;16.2;69.2
04.05. 00:00:00;18;0;18;0;0;0;16.1;68
04.05. 00:15:00;18;0;18;0;0;0;16.1;68
04.05. 00:30:00;18;0;18;0;0;0;16.1;68
04.05. 00:45:00;18;0;18;0;0;0;16.1;68
04.05. 01:00:00;18;0;18;0;0;0;15.7;79.9
04.05. 01:15:00;18;0;18;0;0;0;15.7;80.1
04.05. 01:30:00;18;0;18;0;0;0;15.7;80.1
04.05. 01:45:00;18;0;18;0;0;0;15.7;80.1
04.05. 02:00:00;18;0;18;0;0;0;15.6;80.1
04.05. 02:15:00;18;0;18;0;0;0;15.6;80.1
04.05. 02:30:00;18;0;18;0;0;0;15.6;80.1
04.05. 02:45:00;18;0;18;0;0;0;15.6;80.1
04.05. 03:00:00;18;0;18;0;0;0;15.4;84.2
04.05. 03:15:00;18;0;18;0;0;0;15.4;84.3
04.05. 03:30:00;18;0;18;0;0;0;15.4;84.3
04.05. 03:45:00;18;0;18;0;0;0;15.4;84.3
04.05. 04:00:00;18;0;18;0;0;0;15.3;84.3
04.05. 04:15:00;18;0;18;0;0;0;15.3;84.3
04.05. 04:30:00;18;0;18;0;0;0;15.3;84.3
04.05. 04:45:00;18;0;18;0;0;0;15.3;84.3
04.05. 05:00:00;18;0;18;0;0;0;15.2;84.5
04.05. 05:15:00;18;0;18;0;0;0;15.2;84.5
04.05. 05:30:00;18;0;18;0;0;0;15.2;84.5
04.05. 05:45:00;18;0;18;0;0;0;15.2;84.5
04.05. 06:00:00;18;0;18;0;3;3;15.2;80.1
04.05. 06:15:00;18;0;18;0;3;3;15.2;80.1
04.05. 06:30:00;18;0;18;0;3;3;15.2;80.1
04.05. 06:45:00;18;0;18;0;3;3;15.2;80.1
04.05. 07:00:00;18;0;18;0;37.8;37.8;15.6;80.1
04.05. 07:15:00;18;0;18;0;38;38;15.6;80.1
04.05. 07:30:00;18;0;18;0;38;38;15.6;80.1
04.05. 07:45:00;18;0;18;0;38;38;15.6;80.1
04.05. 08:00:00;18;0;18;0;76.8;76.8;16.1;80.1
04.05. 08:15:00;18;0;18;0;77;77;16.1;80.1
04.05. 08:30:00;18;0;18;0;77;77;16.1;80.1
